Category,Headline
Education,"Pradhan Mantri Kaushal Vikas Yojana 3.0 to skill 8 lakh youth in new-age, COVID-related skills"
Education,"JNV Class 9 entrance test postponed, check revised dates"
Education,Education Minister recommends setting up task force for NEP implementation
Education,"Before House panel, RSS affiliate flags ‘distortions’ in NCERT school textbooks"
Education,"With Toycathon, govt to focus on desi toys, superheroes from Indian mythology"
Education,"Gujarat: Govt announces recruitment to over 6,600 posts in schools, colleges"
Education,BMC allows various education boards to conduct exams in Mumbai
Education,Cambridge University unveils free course for disadvantaged students
Education,"Amazon launches ed-tech platform, starts with JEE coaching"
Education,Give question bank to students taking board exams: Parliamentary panel
Education,"IITs offer MBA programmes, admissions based on CAT score"
Education,Govt joins hands with CyberPeace to skill 5 lakh students in cyber security skills
Education,IISc offers online advanced certification in deep learning
Education,"Students, employed learners vouch for apprenticeship-linked degrees: Study"
Education,National Youth Day: Courses about Swami Vivekananda on offer
Education,"Students use ‘experts’ for GRE from home: Govt, US alerted"
Education,ISRO to adopt 100 Atal Tinkering Labs to promote scientific temperament among students
Education,"BTech degrees, Diploma in engineering awarded by IGNOU till 2011-12 session valid: AICTE"
Education,"Education Ministry recommends door-to-door survey to enroll students, relaxing detention norms"
Education,"Delhi: SC, OBC scholarship deadline extended"
Education,World Hindi Day 2021: Here are the top universities across the world that offer Hindi courses
Education,Indian student among winners of NASA app development challenge
Education,Sisodia launches skill-enhancing programme for English teachers of Delhi
Education,Have an error in GATE admit card 2021? Here’s what to do
Education,National Institute of Design admissions open: Here’s all you need to know
Education,COVID effect: Parents look at more than just academia for shortlisting schools for their kids
Education,UGC paves way for IoEs to set up campuses abroad
Education,"Indian students must continue online classes, as China denied permission for flights: Indian Embassy"
Education,Teacher ensures access to virtual learning in Maha village
Education,Delhi cabinet gives nod to set up Konkani academy in city
Education,"Andhra govt ties up with Cambridge University to develop English proficiency among teachers, students"
Education,"Need to train students, teachers for NEP to succeed: Education Minister"
Education,"Artists, storytellers, influencers will be agents of change in post-Covid future: Moody College dean at MICA event"
Education,IIT-Kanpur to set up Fintech Innovation Centre
Education,IIT-Gandhinagar invites applications for MSc in Cognitive Science
Education,CLAT 2021 postponed due to clash with CBSE board exams
Education,Respite for 3 from DU seeking JNU admission
Education,Brainstorming on to see how soon schools can be reopened: Manish Sisodia
Education,"Only practical, no theory as Delhi University prepares to open doors for final-year students"
Education,Delhi govt asks schools to submit teachers’ innovations to ensure education in COVID times
Education,"To ‘educate students on cows’, govt to hold national cow science exam on Feb 25"
Education,India’s management of COVID should be subject of research: PM
Education,"SPPU signs MoU with ICAI to bridge gap between theory, practical knowledge"
Education,PM Modi to lay foundation stone for IIM-Sambalpur permanent campus
Education,"Now, advanced programming course from IIT-Madras for students, working professionals"
Education,"MBBS, BDS seats left vacant, fresh registration from January 4"
Education,"Meet academicians behind most popular courses of 2020, each launched ahead of its time"
Education,"Courses on games like PUBG, Covid-19 data analytics a hit among online learners during lockdown"
Education,Delhi University not reopening in January
Education,"After a year of online teaching, is academia ready to make 2021 the year of online assessment?"
Education,Yogi announces Sikh gurus’ history will be included in school syllabus
Education,"2020 was a year of struggle, innovation for teachers"
Education,Hundreds of students participate in ABVP’s 66th virtual national conference
Education,"UGC announces over 100 open online courses for UG, PG students"
Education,Indian Institute of Skill invites applications for its first batch
Education,US university establishes endowed chair in Jain and Hindu Dharma
Education,US public school enrolment dips as virus disrupts education
Education,"BBA in family business to PG diploma in data journalism, OP Jindal University launches seven unique courses"
Education,"Not only books, college students in UP can soon have tablets issued from library"
Education,India Spelling Bee winners announced
Education,"On National Mathematics Day, list of scholarship for students who wish to study math"
Education,Refund full fee on cancellation of admissions: UGC tells varsities
Education,Vidyagama programme in Karnataka to resume in revised format
Education,Education Ministry releases Rs 80 crore to IIT-Kharagpur for second phase of SPARC
Education,Assam’s madrasas to become regular schools
Education,Delhi High Court slams CBSE for ‘anti-student attitude’
Education,5 UG medical seats reserved for COVID warriors’ wards from Puducherry
Education,DU open book exam: Students told to email answers as last resort
Education,BHU to start ‘Kashi Studies’ postgraduate course from July
Education,"ICAI CA January exam schedule released, check details"
Education,Emerging courses: IoT and social media
Education,‘Embarrassing children in public by school authorities is an offence’
Education,SPPU’s satellite centre coming up in Pimpri-Chinchwad
Education,"IGNOU promotes intermediate/ semester UG, PG students without exam"
Education,"Engineering colleges redesign, develop teaching modules as they kick off new academic session"
Education,IIT-Kanpur to set-up new Department of Cognitive Science
Education,"TS PGECET round 1 seat allotment result released, how to check"
Education,SPPU: Facility for start-ups inaugurated
Education,"Soil samples at JNU lab destroyed, students’ body seeks enquiry commission to fix accountability"
Education,Ahmedabad: Over 50 teachers decline to join municipal corporation school board
Education,Coding for kids and teaching for parents: Here’s what people Googled in 2020
Education,Over 8K apply for IIT-Madras’ first online BSc in programming and data science
Education,Daughter of farm labourer shares how she cracked NEET 2020 despite lack of resources
Education,Offer one semester internship for UG courses: UGC to colleges
Education,"No homework up to class 2, regularly weighing school bags suggests Education Ministry"
Education,Promote entrepreneurship among women: Naidu to higher education institutes
